parameter w(u,v,a)/ 
712.634.19 1,
712.634.20 1,
712.634.21 1,
712.634.22 1,
712.634.23 1,
712.634.24 1,
712.634.25 1,
712.634.26 1,
712.634.27 1,
712.634.28 1,
712.634.29 1,
712.634.30 1,
656.601.1 1,
656.601.2 1,
656.601.3 1,
656.601.4 1,
656.601.5 1,
656.601.6 1,
656.601.7 1,
656.601.8 1,
656.601.9 1,
656.601.10 1,
656.601.11 1,
656.601.12 1,
656.601.13 1,
656.601.14 1,
656.601.15 1,
656.601.16 1,
656.601.17 1,
656.601.18 1,
656.601.19 1,
656.601.20 1,
656.601.21 1,
656.601.22 1,
656.601.23 1,
656.601.24 1,
656.601.25 1,
656.601.26 1,
656.601.27 1,
656.601.28 1,
656.601.29 1,
656.601.30 1,
601.602.1 1,
601.602.2 1,
601.602.3 1,
601.602.4 1,
601.602.5 1,
601.602.6 1,
601.602.7 1,
601.602.8 1,
601.602.9 1,
601.602.10 1,
601.602.11 1,
601.602.12 1,
601.602.13 1,
601.602.14 1,
601.602.15 1,
601.602.16 1,
601.602.17 1,
601.602.18 1,
601.602.19 1,
601.602.20 1,
601.602.21 1,
601.602.22 1,
601.602.23 1,
601.602.24 1,
601.602.25 1,
601.602.26 1,
601.602.27 1,
601.602.28 1,
601.602.29 1,
601.602.30 1,
602.603.1 1,
602.603.2 1,
602.603.3 1,
602.603.4 1,
602.603.5 1,
602.603.6 1,
602.603.7 1,
602.603.8 1,
602.603.9 1,
602.603.10 1,
602.603.11 1,
602.603.12 1,
602.603.13 1,
602.603.14 1,
602.603.15 1,
602.603.16 1,
602.603.17 1,
602.603.18 1,
602.603.19 1,
602.603.20 1,
602.603.21 1,
602.603.22 1,
602.603.23 1,
602.603.24 1,
602.603.25 1,
602.603.26 1,
602.603.27 1,
602.603.28 1,
602.603.29 1,
602.603.30 1,
603.604.1 1,
603.604.2 1,
603.604.3 1,
603.604.4 1,
603.604.5 1,
603.604.6 1,
603.604.7 1,
603.604.8 1,
603.604.9 1,
603.604.10 1,
603.604.11 1,
603.604.12 1,
603.604.13 1,
603.604.14 1,
603.604.15 1,
603.604.16 1,
603.604.17 1,
603.604.18 1,
603.604.19 1,
603.604.20 1,
603.604.21 1,
603.604.22 1,
603.604.23 1,
603.604.24 1,
603.604.25 1,
603.604.26 1,
603.604.27 1,
603.604.28 1,
603.604.29 1,
603.604.30 1,
604.605.1 1,
604.605.2 1,
604.605.3 1,
604.605.4 1,
604.605.5 1,
604.605.6 1,
604.605.7 1,
604.605.8 1,
604.605.9 1,
604.605.10 1,
604.605.11 1,
604.605.12 1,
604.605.13 1,
604.605.14 1,
604.605.15 1,
604.605.16 1,
604.605.17 1,
604.605.18 1,
604.605.19 1,
604.605.20 1,
604.605.21 1,
604.605.22 1,
604.605.23 1,
604.605.24 1,
604.605.25 1,
604.605.26 1,
604.605.27 1,
604.605.28 1,
604.605.29 1,
604.605.30 1,
605.631.1 1,
605.631.2 1,
605.631.3 1,
605.631.4 1,
605.631.5 1,
605.631.6 1,
605.631.7 1,
605.631.8 1,
605.631.9 1,
605.631.10 1,
605.631.11 1,
605.631.12 1,
605.631.13 1,
605.631.14 1,
605.631.15 1,
605.631.16 1,
605.631.17 1,
605.631.18 1,
605.631.19 1,
605.631.20 1,
605.631.21 1,
605.631.22 1,
605.631.23 1,
605.631.24 1,
605.631.25 1,
605.631.26 1,
605.631.27 1,
605.631.28 1,
605.631.29 1,
605.631.30 1,
631.605.1 1,
631.605.2 1,
631.605.3 1,
631.605.4 1,
631.605.5 1,
631.605.6 1,
631.605.7 1,
631.605.8 1,
631.605.9 1,
631.605.10 1,
631.605.11 1,
631.605.12 1,
631.605.13 1,
631.605.14 1,
631.605.15 1,
631.605.16 1,
631.605.17 1,
631.605.18 1,
631.605.19 1,
631.605.20 1,
631.605.21 1,
631.605.22 1,
631.605.23 1,
631.605.24 1,
631.605.25 1,
631.605.26 1,
631.605.27 1,
631.605.28 1,
631.605.29 1,
631.605.30 1,
605.604.1 1,
605.604.2 1,
605.604.3 1,
605.604.4 1,
605.604.5 1,
605.604.6 1,
605.604.7 1,
605.604.8 1,
605.604.9 1,
605.604.10 1,
605.604.11 1,
605.604.12 1,
605.604.13 1,
605.604.14 1,
605.604.15 1,
605.604.16 1,
605.604.17 1,
605.604.18 1,
605.604.19 1,
605.604.20 1,
605.604.21 1,
605.604.22 1,
605.604.23 1,
605.604.24 1,
605.604.25 1,
605.604.26 1,
605.604.27 1,
605.604.28 1,
605.604.29 1,
605.604.30 1,
604.603.1 1,
604.603.2 1,
604.603.3 1,
604.603.4 1,
604.603.5 1,
604.603.6 1,
604.603.7 1,
604.603.8 1,
604.603.9 1,
604.603.10 1,
604.603.11 1,
604.603.12 1,
604.603.13 1,
604.603.14 1,
604.603.15 1,
604.603.16 1,
604.603.17 1,
604.603.18 1,
604.603.19 1,
604.603.20 1,
604.603.21 1,
604.603.22 1,
604.603.23 1,
604.603.24 1,
604.603.25 1,
604.603.26 1,
604.603.27 1,
604.603.28 1,
604.603.29 1,
604.603.30 1,
603.602.1 1,
603.602.2 1,
603.602.3 1,
603.602.4 1,
603.602.5 1,
603.602.6 1,
603.602.7 1,
603.602.8 1,
603.602.9 1,
603.602.10 1,
603.602.11 1,
603.602.12 1,
603.602.13 1,
603.602.14 1,
603.602.15 1,
603.602.16 1,
603.602.17 1,
603.602.18 1,
603.602.19 1,
603.602.20 1,
603.602.21 1,
603.602.22 1,
603.602.23 1,
603.602.24 1,
603.602.25 1,
603.602.26 1,
603.602.27 1,
603.602.28 1,
603.602.29 1,
603.602.30 1,
602.601.1 1,
602.601.2 1,
602.601.3 1,
602.601.4 1,
602.601.5 1,
602.601.6 1,
602.601.7 1,
602.601.8 1,
602.601.9 1,
602.601.10 1,
602.601.11 1,
602.601.12 1,
602.601.13 1,
602.601.14 1,
602.601.15 1,
602.601.16 1,
602.601.17 1,
602.601.18 1,
602.601.19 1,
602.601.20 1,
602.601.21 1,
602.601.22 1,
602.601.23 1,
602.601.24 1,
602.601.25 1,
602.601.26 1,
602.601.27 1,
602.601.28 1,
602.601.29 1,
602.601.30 1,
601.656.1 1,
601.656.2 1,
601.656.3 1,
601.656.4 1,
601.656.5 1,
601.656.6 1,
601.656.7 1,
601.656.8 1,
601.656.9 1,
601.656.10 1,
601.656.11 1,
601.656.12 1,
601.656.13 1,
601.656.14 1,
601.656.15 1,
601.656.16 1,
601.656.17 1,
601.656.18 1,
601.656.19 1,
601.656.20 1,
601.656.21 1,
601.656.22 1,
601.656.23 1,
601.656.24 1,
601.656.25 1,
601.656.26 1,
601.656.27 1,
601.656.28 1,
601.656.29 1,
601.656.30 1
/;
